CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.349,73.568,95.137,70.987,35.928,76.964,80.640,80.263,74.229
0.312,73.176,94.998,71.428,36.075,76.081,80.601,80.080,73.743
0.333,73.605,93.900,70.853,36.046,77.057,80.954,80.424,74.134
0.322,73.321,94.742,71.892,36.185,77.082,80.815,80.388,73.982
0.353,73.698,94.364,71.480,35.984,76.339,80.627,79.957,74.669
0.307,73.709,94.320,71.193,35.803,76.385,80.205,79.819,73.681
0.380,73.208,94.446,71.280,36.271,76.722,80.247,80.524,74.177
0.246,73.632,94.911,71.917,36.437,76.509,81.277,80.869,74.536
0.274,73.225,94.610,71.232,35.899,76.769,81.168,80.116,74.041
0.324,72.995,94.240,71.829,36.238,76.136,80.884,80.303,74.353
0.320,73.145,94.572,71.520,36.164,76.352,80.974,80.151,73.609
0.330,73.645,94.721,71.962,36.361,76.526,80.446,80.364,74.726
0.313,73.746,94.095,71.260,36.289,76.599,80.432,80.608,74.399
0.399,73.698,95.626,70.900,36.011,76.857,80.797,80.404,74.139
0.309,73.339,94.377,72.159,36.223,76.615,80.530,79.677,73.909
0.256,73.632,94.294,71.672,36.466,76.934,80.267,80.560,74.402
0.258,73.370,94.170,71.577,36.430,75.864,80.438,79.728,74.742
0.329,72.928,94.525,71.326,35.877,76.556,80.763,80.170,74.566
0.184,73.670,94.440,71.155,35.908,76.126,81.060,80.266,75.211
0.277,72.815,94.840,71.263,36.170,76.526,80.368,80.266,74.801
0.283,73.224,93.678,70.988,35.483,77.069,80.831,79.991,73.841
0.303,73.874,94.486,70.635,35.385,76.720,80.240,79.965,74.806
0.400,73.972,94.528,71.324,36.180,76.660,80.746,81.025,74.284
0.283,73.541,95.589,70.903,36.146,76.239,80.902,80.904,74.279
0.290,74.099,94.586,71.654,36.225,77.038,80.520,80.651,74.140
0.316,73.458,94.238,71.200,36.134,76.554,81.708,80.685,74.173
0.310,73.594,93.657,71.674,36.019,76.435,80.969,80.402,74.435
0.285,73.765,94.336,71.652,36.001,76.610,80.782,80.486,73.858
0.296,73.281,94.252,71.215,35.979,76.878,80.416,80.061,74.462
0.359,73.749,94.068,71.526,35.884,77.116,80.474,79.593,74.340
0.321,73.367,94.474,71.028,36.073,77.075,80.381,80.139,73.992
0.377,73.752,94.043,71.101,36.436,76.284,80.160,80.296,74.184
0.326,73.368,94.452,71.626,36.132,76.781,80.126,80.461,74.799
0.283,73.037,94.314,71.571,36.108,76.056,80.456,80.333,74.536
0.302,73.832,95.098,71.559,36.107,76.465,80.184,79.617,74.285
0.240,73.639,94.149,71.073,36.005,76.893,80.758,80.158,74.319
0.308,73.525,94.405,72.060,35.680,76.378,80.314,80.127,74.597
0.366,73.541,94.473,71.856,36.513,76.604,80.776,80.364,73.722
0.215,73.306,95.553,71.235,36.384,76.086,80.651,79.421,73.889
0.256,73.880,94.581,70.973,36.216,76.477,81.030,80.408,74.288
0.332,73.504,95.017,71.243,35.809,76.815,80.992,80.254,73.498
0.324,72.702,94.641,71.738,36.197,76.416,80.936,80.794,74.083
