CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.043,67.183,91.830,68.175,31.578,71.727,76.344,76.017,69.751
0.035,67.073,91.634,67.958,31.897,71.388,75.873,75.361,70.422
0.019,66.835,91.392,68.244,32.063,72.183,76.167,75.722,69.900
0.003,66.665,91.020,67.876,31.937,72.369,75.660,76.123,70.615
0.009,66.545,91.181,67.753,31.965,71.877,76.181,76.520,70.203
0.013,67.265,91.342,67.967,32.011,71.790,76.561,76.020,70.002
0.038,67.570,91.625,68.725,31.614,72.077,75.919,76.167,70.109
0.007,66.531,91.276,68.142,31.780,71.683,76.432,75.618,69.714
0.087,66.458,92.159,68.279,32.074,71.856,76.205,75.922,70.278
0.024,66.684,90.843,68.070,32.357,71.952,75.865,75.868,69.866
0.001,65.520,90.580,68.023,32.089,72.076,76.430,75.405,69.747
0.049,66.073,91.433,68.379,31.542,72.467,75.605,76.403,70.459
0.004,67.101,91.073,68.517,32.407,71.677,76.089,75.783,69.754
0.004,66.581,91.206,68.232,32.107,71.682,76.054,75.654,70.099
0.004,67.275,91.913,68.524,31.747,72.166,76.345,75.675,70.338
0.041,66.139,91.682,68.286,31.508,72.298,76.412,75.446,70.309
0.040,67.226,90.830,68.218,32.034,72.287,76.178,75.893,70.041
0.045,66.856,91.879,68.129,32.442,72.158,76.113,75.452,70.261
0.034,67.321,91.338,67.660,31.948,71.518,76.263,75.848,70.899
0.002,65.712,91.971,68.445,31.702,71.999,75.767,75.729,69.947
0.017,67.284,91.515,67.735,31.590,71.017,76.886,75.878,70.430
0.083,67.348,91.631,68.116,31.823,72.612,76.046,76.096,70.055
0.031,67.055,91.127,68.378,32.173,71.876,76.092,75.819,70.298
0.039,66.007,91.279,68.261,31.921,72.813,76.099,75.081,69.849
0.023,66.577,91.415,68.087,31.584,72.258,76.504,75.160,69.627
0.026,66.484,91.406,68.070,32.352,72.433,76.491,75.656,69.864
0.080,67.017,91.686,68.526,31.712,72.521,76.265,76.094,70.299
0.004,66.940,91.070,67.557,31.862,72.337,76.259,75.765,70.633
0.074,66.691,91.219,68.240,32.404,72.108,75.708,75.888,71.198
0.090,66.808,91.880,68.031,31.952,71.406,75.774,75.986,70.139
0.011,66.246,91.426,68.112,31.592,72.226,76.820,75.911,70.431
0.059,66.719,91.546,68.179,32.199,72.234,75.885,75.516,70.173
0.003,67.478,91.620,68.082,31.595,71.909,76.035,75.829,70.431
0.015,66.329,91.922,68.041,31.950,71.968,75.803,76.494,70.454
0.041,66.632,92.057,68.121,31.986,71.746,76.161,75.841,70.253
0.002,66.624,91.393,67.937,32.034,71.934,76.198,76.492,70.413
0.043,66.942,91.036,67.991,32.084,71.749,76.088,76.007,70.868
0.034,66.988,92.118,67.439,32.085,71.246,76.289,75.758,69.710
0.042,67.047,91.218,68.126,31.522,71.227,75.043,76.130,70.570
0.018,66.736,91.213,68.373,31.613,71.691,76.475,75.818,70.333
0.002,66.760,91.754,67.408,31.827,71.394,75.962,76.081,69.935
0.005,66.743,91.791,68.587,31.766,71.530,76.538,75.136,70.666
0.017,67.353,91.169,68.355,32.027,71.463,76.119,76.218,70.324
0.023,66.291,91.552,68.027,32.010,72.743,76.671,76.170,70.344
0.017,66.738,91.646,67.892,32.294,71.383,75.509,75.982,70.058
0.054,66.470,91.536,67.834,32.319,72.019,76.637,74.535,70.491
0.040,66.919,91.946,67.676,31.780,71.919,75.766,76.136,70.155
0.027,66.874,91.054,68.554,31.774,71.976,76.159,75.613,70.112
0.015,66.254,91.541,67.455,31.997,71.772,76.524,76.030,69.792
0.010,66.825,91.507,68.199,32.092,72.792,76.726,76.144,70.143
0.012,65.716,91.985,67.883,32.072,71.765,76.306,75.675,70.440
0.060,66.813,91.593,67.984,32.346,72.466,76.458,75.682,70.271
0.007,67.039,91.729,68.018,31.671,71.734,75.445,75.794,69.934
0.057,66.239,90.444,67.910,32.172,71.910,76.162,75.914,69.215
0.001,66.439,91.557,66.947,31.973,71.920,76.620,75.874,70.031
0.009,66.686,91.506,68.484,31.894,71.700,76.669,75.677,70.263
0.017,66.759,91.505,68.369,31.737,72.222,76.530,75.939,69.744
0.009,66.881,91.640,68.139,32.165,71.573,75.948,76.236,70.307
0.002,66.811,92.218,67.865,32.259,72.259,76.594,75.495,70.697
0.026,66.681,91.805,67.654,31.957,71.881,76.289,75.420,70.105
0.063,66.418,91.132,68.026,31.987,71.535,76.273,75.664,70.694
0.019,67.251,91.496,68.470,31.924,72.048,76.355,75.692,69.379
0.033,66.781,91.095,67.482,31.797,72.260,76.304,75.800,70.292
0.024,67.058,92.007,68.049,31.887,71.380,75.880,75.486,70.556
0.025,66.489,91.125,68.867,32.242,71.831,76.017,75.904,70.172
0.070,66.887,91.990,67.790,31.608,71.895,75.893,75.075,70.687
0.019,66.615,92.044,67.945,32.188,72.081,75.945,76.071,69.948
0.030,66.752,91.781,67.763,31.894,72.316,76.161,76.265,70.227
0.021,66.827,91.529,67.812,31.767,72.055,76.026,76.160,70.279
0.099,67.141,92.152,67.394,31.761,72.119,75.877,76.053,71.056
0.001,67.551,91.159,67.966,31.965,71.651,76.167,75.669,70.994
0.008,66.893,91.430,68.057,32.017,72.011,76.423,75.751,70.481
0.002,67.116,90.986,67.713,31.757,72.206,76.645,75.673,70.353
0.035,67.180,91.334,68.122,32.027,71.902,76.177,75.477,70.225
0.042,66.786,91.414,67.738,31.440,71.338,76.443,75.211,69.975
0.046,66.687,91.074,68.337,31.879,71.645,75.657,75.666,69.903
