CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.007,41.276,57.783,35.882,6.648,33.968,36.320,34.524,29.984
0.026,41.586,58.645,35.950,6.570,33.207,36.578,34.892,29.888
0.015,41.097,57.983,35.214,6.405,33.682,36.777,34.694,29.822
0.020,41.342,58.188,35.714,6.695,33.977,36.569,34.733,29.455
0.046,40.751,57.581,35.183,6.437,33.589,36.766,34.154,29.536
0.006,40.946,58.338,35.316,6.226,34.168,36.921,34.925,30.153
0.039,40.644,57.935,35.234,6.259,33.503,36.598,34.439,30.093
0.001,40.896,57.638,35.330,6.508,33.342,36.707,34.534,30.296
0.000,41.008,57.639,35.490,6.621,33.404,36.499,34.165,29.232
0.036,41.340,57.522,35.603,6.415,33.787,37.114,35.000,29.968
0.024,41.099,57.286,35.594,6.495,34.037,37.402,34.485,29.452
0.042,41.025,57.851,35.512,6.347,33.714,36.950,34.664,29.542
0.024,41.265,57.863,35.024,6.429,33.782,36.930,34.425,29.893
0.037,40.319,58.260,35.676,6.553,34.072,36.923,34.076,29.678
0.001,41.073,57.817,35.672,6.491,33.852,36.767,34.633,29.463
0.014,41.095,57.784,35.641,6.571,33.532,37.083,34.624,29.600
0.061,41.258,57.862,35.572,6.562,33.561,36.562,34.625,29.514
0.027,40.870,58.040,35.455,6.699,33.570,36.433,34.970,29.693
0.007,41.100,57.455,35.289,6.339,33.579,37.025,34.591,29.835
0.026,40.811,57.975,35.052,6.460,33.570,36.578,34.988,29.606
0.024,41.373,58.132,35.636,6.271,33.426,36.865,34.638,29.697
0.041,40.633,57.743,34.954,6.573,33.660,36.751,34.821,29.564
0.012,41.210,58.112,35.475,6.395,33.908,37.093,34.882,29.843
0.065,41.399,57.863,35.316,6.606,33.416,36.736,34.517,29.446
0.036,40.876,57.828,35.455,6.735,33.637,36.746,34.848,29.509
0.096,41.099,57.818,35.348,6.681,33.487,36.955,34.226,30.059
0.034,41.429,57.867,35.137,6.453,33.525,36.634,35.085,29.843
0.068,41.189,58.478,35.195,6.683,33.751,36.638,34.320,29.842
0.018,40.550,58.249,35.484,6.328,33.670,36.450,34.637,29.819
0.060,41.060,57.834,34.708,6.549,33.815,36.304,34.246,29.812
0.100,40.548,58.010,35.236,6.473,33.361,36.892,34.243,29.498
0.006,40.989,58.298,35.435,6.550,33.609,36.680,34.165,30.173
0.066,41.035,58.141,35.886,6.454,33.364,36.664,34.580,29.586
0.018,40.881,57.489,35.127,6.364,34.049,36.795,34.714,29.933
0.076,40.527,58.067,35.800,6.470,33.805,36.341,34.417,29.787
0.056,41.217,57.921,35.704,6.607,33.895,36.999,34.706,29.703
