CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.199,57.665,87.158,64.159,25.973,65.233,69.366,69.377,64.464
0.214,57.825,86.718,63.813,26.045,66.084,69.654,69.386,65.234
0.125,58.177,87.892,64.039,26.182,65.615,69.832,69.086,65.522
0.214,58.245,87.970,64.212,26.274,65.398,69.910,69.539,64.978
0.317,57.996,87.030,64.562,26.315,66.265,69.290,69.752,64.688
0.329,57.359,87.407,63.414,26.343,66.665,70.011,69.467,65.161
0.232,57.501,87.267,64.059,26.183,65.601,69.566,69.706,65.027
0.221,57.892,87.455,64.649,25.969,66.317,69.604,69.409,64.402
0.186,57.644,86.662,63.993,25.809,66.053,69.801,68.685,64.828
0.203,57.966,87.425,64.557,26.192,65.553,69.255,69.430,64.132
0.255,57.991,87.798,63.756,26.349,65.485,69.355,69.739,64.906
0.258,57.242,86.945,63.911,26.241,65.997,69.959,69.290,64.662
0.210,57.945,87.473,64.429,25.982,66.528,69.350,69.281,65.005
0.250,57.966,87.291,63.985,26.253,65.975,70.169,69.388,64.323
0.212,57.334,87.136,63.842,26.097,65.531,70.066,69.505,64.647
0.234,57.550,87.982,64.238,26.381,65.527,69.996,69.299,64.737
0.201,57.372,87.924,64.395,25.810,65.678,69.618,70.155,64.846
0.224,58.080,88.221,63.766,25.810,65.345,69.703,69.655,65.237
0.187,58.080,86.735,64.107,26.217,65.506,69.876,69.453,64.916
0.210,56.972,87.073,64.484,26.089,66.046,69.652,69.423,64.915
0.256,57.649,87.203,64.542,26.263,65.816,69.926,71.127,64.795
0.225,57.955,86.941,64.125,25.977,66.113,69.962,69.559,64.523
0.211,57.945,87.391,64.305,25.825,65.313,69.548,68.969,64.973
0.242,57.737,87.443,63.618,26.439,65.875,69.617,69.094,64.123
0.248,57.636,87.585,63.735,26.271,65.646,69.281,69.243,64.757
0.242,57.846,87.622,63.812,26.423,66.395,69.770,69.590,64.744
0.179,58.077,87.460,64.053,26.197,65.753,70.638,69.539,64.654
0.233,57.947,87.263,63.768,26.121,66.329,69.694,69.140,64.843
0.189,57.423,87.528,63.576,26.338,65.932,69.908,69.669,64.612
0.187,57.812,87.232,64.334,26.214,65.018,69.985,69.602,64.566
0.225,57.308,87.677,64.031,26.298,65.993,69.708,69.044,64.527
0.420,57.648,87.488,64.113,26.108,65.623,69.949,69.565,64.960
0.230,57.895,87.221,64.154,25.953,65.856,69.902,69.446,64.839
0.240,58.190,87.080,63.999,26.419,65.382,70.193,69.985,64.919
0.226,57.834,87.446,63.965,25.890,65.515,69.746,68.824,64.878
0.262,58.016,87.080,63.558,26.232,66.040,69.476,69.643,65.053
0.253,57.664,87.532,64.109,26.132,66.029,69.308,69.491,65.014
0.317,57.927,87.197,64.048,26.280,65.571,69.884,69.592,65.165
0.200,57.872,87.353,63.624,26.419,66.024,70.083,69.367,64.868
0.297,57.981,87.496,64.467,26.003,66.447,70.080,69.170,65.164
0.288,57.572,87.196,63.711,26.116,66.014,70.136,69.484,64.888
0.278,56.729,87.108,64.097,26.053,65.997,70.072,69.897,64.348
0.194,57.462,86.679,63.735,26.054,65.321,70.272,69.544,64.817
0.125,57.927,86.996,64.464,26.228,65.931,70.097,69.598,64.589
0.205,57.295,87.402,64.007,26.148,65.662,69.223,69.827,64.365
0.190,57.839,87.449,63.822,25.834,66.433,69.597,69.691,64.149
0.247,57.992,87.507,63.837,26.087,65.841,69.568,69.350,65.285
0.118,57.531,87.215,64.081,26.440,65.616,70.062,68.981,64.492
0.217,58.271,87.708,63.788,26.373,65.982,70.118,69.814,65.118
0.217,58.107,88.011,63.585,26.224,66.032,69.564,69.824,64.697
0.193,57.898,87.052,63.455,26.197,65.684,69.497,69.563,64.695
0.206,57.032,87.621,64.230,25.872,65.382,69.133,69.643,64.665
0.297,58.015,87.874,63.874,26.326,66.201,70.042,69.465,64.897
0.087,57.978,86.704,63.678,26.583,65.939,69.507,69.176,64.774
0.254,57.724,87.260,63.942,25.722,66.310,70.118,69.723,65.027
0.256,57.978,87.040,64.710,25.945,65.589,69.380,68.717,64.506
0.192,58.105,87.476,64.162,26.359,66.182,70.076,69.423,64.530
0.222,58.046,87.714,63.880,25.733,65.856,69.863,69.708,64.930
0.263,57.752,87.215,64.581,25.979,65.597,69.775,69.461,64.950
0.295,57.290,87.844,64.269,26.109,65.868,69.596,69.022,65.054
0.217,58.704,87.338,64.109,25.963,65.661,69.801,69.070,64.143
0.310,57.811,87.590,63.780,26.549,65.525,69.260,69.453,65.193
0.284,57.695,87.409,64.386,26.439,65.915,70.062,69.528,64.722
0.249,57.800,87.510,63.700,26.172,65.643,69.271,69.834,64.180
0.333,58.041,86.991,64.695,26.410,65.678,69.907,69.339,64.656
0.178,57.588,87.510,64.047,25.841,65.722,69.868,69.272,64.942
0.293,57.701,86.676,64.255,25.613,66.014,69.911,70.343,64.794
0.251,58.220,86.118,63.722,26.216,65.543,69.731,69.725,64.956
0.244,57.841,87.522,64.185,26.043,66.306,69.943,69.300,65.264
