CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.108,65.947,91.370,68.014,31.127,71.294,75.173,74.937,69.179
0.190,65.272,91.437,67.569,31.182,72.061,75.702,74.706,69.347
0.062,65.308,90.531,67.090,31.074,71.094,74.628,74.793,69.259
0.203,66.667,91.047,67.342,31.396,71.370,75.142,75.501,69.085
0.156,65.381,91.105,66.817,31.192,71.228,75.219,75.208,69.671
0.145,65.755,91.070,67.571,31.559,71.314,75.459,74.296,69.772
0.182,65.915,90.818,67.935,31.282,71.609,74.872,74.869,69.493
0.138,65.989,90.647,67.512,31.577,71.305,74.700,74.943,69.813
0.115,66.253,91.414,67.425,30.831,71.642,75.115,74.894,70.234
0.192,65.468,90.936,67.265,30.958,71.292,75.742,74.890,69.845
0.154,65.132,90.588,67.972,31.448,70.911,75.176,75.128,69.700
0.148,66.408,90.868,66.986,30.864,71.298,75.051,74.301,69.082
0.123,64.986,90.640,67.158,31.333,71.197,74.812,74.478,69.845
0.185,65.259,90.257,67.057,31.449,71.947,75.234,75.319,68.623
0.182,65.390,91.643,67.424,31.409,71.453,75.357,74.750,69.786
0.216,66.099,90.658,67.795,30.965,71.113,75.683,75.078,68.664
0.141,65.846,90.153,67.264,31.701,70.952,74.816,75.404,69.789
0.118,66.337,91.449,67.939,30.846,70.497,75.692,74.868,69.566
0.076,65.774,90.968,67.592,31.103,70.782,74.591,75.025,69.257
0.113,65.682,91.225,67.546,31.030,71.427,75.241,75.218,69.898
0.170,65.083,90.015,66.787,31.217,70.994,75.487,74.533,69.249
0.184,65.578,91.128,67.053,31.535,71.172,75.117,75.328,69.492
0.154,65.486,90.862,67.379,30.974,71.784,74.820,74.958,69.389
0.174,65.429,90.361,67.739,31.042,70.949,75.070,75.008,69.618
0.136,65.573,90.630,67.380,31.164,70.579,75.365,74.761,69.532
0.143,65.345,90.439,67.676,31.769,71.093,75.150,74.876,69.328
0.106,65.867,91.621,67.360,31.073,71.433,75.198,75.784,69.681
0.114,66.001,91.238,67.235,31.401,71.168,74.570,74.385,69.499
0.154,65.853,90.349,68.031,31.129,70.769,75.719,75.454,69.156
0.125,65.886,91.321,67.258,31.402,71.597,74.985,75.124,69.141
0.071,65.126,90.670,67.744,31.074,70.553,74.796,74.900,69.696
0.094,65.631,90.882,67.617,31.520,70.728,75.098,75.212,69.324
0.140,65.514,90.514,67.578,31.320,70.741,75.670,74.717,69.409
0.135,65.409,90.734,67.116,31.086,71.323,75.412,75.042,69.449
0.189,66.442,91.367,67.870,31.261,70.981,74.686,75.214,69.419
0.170,65.110,91.098,67.433,31.180,71.508,75.740,74.771,69.204
0.084,65.803,90.967,67.348,31.072,70.557,75.102,75.058,69.748
0.175,66.430,90.650,67.094,31.379,70.360,75.550,74.923,70.098
0.156,65.429,90.500,67.307,31.353,71.606,75.098,74.823,69.591
0.204,65.353,91.459,67.772,31.303,71.776,75.150,74.914,69.719
0.091,65.754,91.313,67.217,31.078,71.472,74.690,74.306,68.922
0.095,65.916,90.791,68.025,31.108,71.348,75.194,75.657,69.688
0.145,66.618,90.550,67.540,31.093,70.926,75.738,74.532,69.773
0.072,65.864,90.544,67.621,31.079,70.961,75.397,75.308,69.314
0.159,66.022,90.587,66.972,31.243,71.017,74.958,75.221,69.471
0.056,65.330,90.730,67.889,31.154,71.785,75.577,74.627,68.853
0.128,65.714,90.853,67.453,31.219,71.298,76.069,75.101,69.664
0.134,65.899,91.021,67.407,31.087,71.602,74.969,75.031,69.660
0.063,65.613,90.767,67.611,31.145,70.415,75.042,75.160,69.376
0.149,65.544,90.427,67.368,31.412,70.941,75.520,74.733,69.617
0.192,65.392,91.821,67.311,31.455,71.450,75.983,74.644,69.696
0.180,65.502,90.713,67.544,30.844,71.633,74.943,74.672,69.923
0.122,65.871,89.866,68.104,31.364,71.217,75.331,75.027,69.381
0.120,66.213,91.666,67.362,31.131,70.797,75.132,75.537,69.764
0.117,65.022,91.017,68.028,31.370,71.666,75.276,75.141,68.859
0.165,65.323,90.526,67.639,31.328,70.881,75.867,75.320,69.620
0.124,65.909,90.787,67.056,31.469,71.519,75.668,75.256,69.057
0.150,65.021,90.864,67.509,31.058,71.598,74.614,74.705,68.757
0.150,65.868,91.301,66.939,31.164,71.082,74.775,74.980,69.381
0.174,65.307,90.803,67.713,31.654,71.123,75.439,74.884,69.392
0.138,65.951,91.673,67.322,31.285,70.859,75.284,75.030,69.051
0.134,65.232,91.571,67.442,31.206,71.540,75.326,75.719,70.006
0.152,65.874,90.552,67.722,31.505,70.916,74.812,74.966,69.183
0.115,65.892,91.440,67.423,31.149,70.870,75.477,75.299,69.786
0.117,66.316,91.000,67.133,31.391,70.935,75.681,74.884,69.817
0.145,65.602,91.135,67.407,32.033,70.947,75.866,74.592,69.295
0.222,65.988,90.785,67.179,31.275,70.979,75.047,74.953,69.285
0.166,65.509,91.060,67.285,31.137,71.346,75.537,74.986,68.742
0.108,65.379,91.045,67.097,31.244,71.488,75.222,74.813,69.393
0.179,66.186,90.522,67.079,31.412,72.018,74.616,75.058,69.746
0.162,65.919,90.889,67.785,31.393,70.793,76.283,75.115,69.525
0.117,65.306,90.773,67.427,31.581,70.381,75.497,74.706,69.572
0.173,65.685,90.532,67.866,31.615,71.273,74.493,75.524,69.081
0.160,66.060,90.689,67.379,31.349,70.833,74.975,75.067,69.709
0.186,65.923,90.556,67.692,31.146,71.288,75.867,74.362,69.707
0.089,66.088,90.666,67.323,30.869,71.020,74.891,75.151,69.617
0.104,65.971,91.031,67.508,30.996,71.171,74.799,74.219,69.945
0.203,65.826,90.836,67.265,30.802,71.182,75.678,75.181,69.607
0.094,65.537,91.069,67.147,31.299,71.672,75.082,75.117,69.257
0.137,65.325,90.891,66.993,31.479,71.500,74.903,75.005,69.079
0.186,66.316,91.360,67.522,31.696,71.111,75.597,74.473,69.371
0.085,65.191,90.701,67.758,31.071,71.023,75.128,74.498,68.902
0.071,65.479,90.920,67.524,30.977,71.167,75.301,75.214,69.040
0.165,66.057,90.351,66.528,31.315,71.401,75.518,75.739,69.352
0.060,65.665,91.477,67.191,31.170,70.788,75.363,74.536,69.756
0.107,65.047,91.070,67.607,31.333,71.330,75.804,74.839,69.849
0.187,65.851,91.503,67.035,31.163,71.442,75.744,74.648,69.901
0.118,66.424,90.800,66.734,31.509,71.772,75.523,75.047,69.618
0.153,65.456,89.940,67.175,31.434,71.278,74.261,75.137,69.633
0.071,66.549,90.926,67.417,31.913,71.493,74.524,75.021,69.453
0.163,66.101,91.224,67.169,30.726,71.526,75.278,74.797,69.355
0.172,65.690,91.424,67.562,31.661,70.536,75.274,75.019,70.130
0.135,65.726,90.684,67.633,30.932,71.478,75.164,74.717,69.651
0.132,65.765,90.889,67.545,31.027,70.977,75.006,74.395,69.542
0.114,65.927,91.330,67.839,31.263,71.284,75.397,74.531,69.344
0.252,65.468,90.937,66.882,31.777,71.674,75.509,74.764,69.638
0.072,66.042,90.946,67.412,31.571,71.438,75.797,75.106,69.218
0.195,65.593,91.343,66.409,31.318,71.247,75.173,75.358,69.314
0.182,65.875,90.764,67.383,30.943,71.455,75.204,74.705,69.353
0.056,65.676,91.224,67.420,31.042,71.301,75.756,74.324,69.367
0.161,65.651,91.150,67.864,31.230,71.012,75.447,75.205,68.639
0.160,65.449,91.492,67.114,31.155,71.272,75.320,74.580,69.829
0.091,65.458,89.917,67.222,31.546,71.165,74.898,75.023,69.760
0.180,65.342,90.992,67.328,31.281,72.043,75.477,75.285,69.069
0.149,65.453,90.302,67.294,31.533,71.082,74.744,74.831,69.244
0.144,65.518,91.712,67.185,31.306,71.690,75.422,74.811,69.135
0.144,65.063,90.811,67.330,31.628,71.072,75.638,75.283,69.517
0.090,66.294,90.240,67.643,30.814,71.541,75.109,74.838,69.358
0.097,65.611,90.736,68.004,31.106,71.402,75.310,74.828,69.620
