CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.274,36.894,54.304,32.568,6.394,30.004,34.921,29.896,26.719
0.228,37.218,53.791,32.798,6.416,29.741,34.752,29.879,27.024
0.145,37.096,54.093,32.887,6.376,30.040,34.234,29.997,26.393
0.184,36.831,54.987,32.567,6.319,30.196,34.260,29.762,27.186
0.170,37.177,53.924,33.238,6.441,29.996,34.377,29.990,26.674
0.225,36.693,53.754,33.103,6.281,30.649,34.458,30.025,26.771
0.300,36.788,54.402,33.096,6.743,30.279,34.477,29.955,26.676
0.195,36.887,54.650,32.676,6.353,30.044,34.394,29.847,26.770
0.312,37.393,54.541,33.029,6.344,30.115,34.586,30.168,26.565
0.291,36.837,54.711,33.123,6.404,30.224,34.560,29.874,26.892
0.293,37.045,53.610,32.875,6.352,30.006,34.680,29.893,26.996
0.306,36.859,54.382,32.828,6.283,30.123,34.393,30.121,27.041
0.274,36.864,54.383,32.823,6.449,30.173,34.468,29.699,26.662
0.234,36.760,54.124,32.818,6.391,29.570,34.500,30.018,27.214
0.224,36.638,54.119,32.756,6.588,29.498,34.262,29.573,26.916
0.266,36.737,54.825,33.352,6.559,30.106,34.189,30.025,26.999
0.275,36.805,54.689,32.628,6.378,29.801,34.433,30.277,26.689
0.204,36.851,54.321,33.050,6.408,29.801,34.263,29.869,26.976
0.206,37.041,54.308,32.589,6.459,29.956,34.162,29.888,27.004
0.278,36.847,54.277,32.690,6.573,29.864,34.065,29.565,26.436
0.291,36.687,54.404,32.815,6.423,29.837,34.644,29.606,26.140
0.289,36.790,54.568,32.888,6.371,30.087,34.435,30.058,27.244
0.372,36.465,54.290,33.034,6.429,29.942,34.233,30.194,26.577
0.232,36.951,53.661,32.967,6.352,29.889,34.128,29.885,26.790
0.266,37.111,54.288,33.003,6.436,30.108,34.154,30.025,26.691
0.214,36.966,54.123,32.823,6.364,30.437,34.504,29.761,26.826
0.278,36.740,53.582,32.634,6.500,30.062,33.916,29.868,26.737
0.153,36.633,54.444,32.757,6.512,30.505,34.780,29.878,26.998
0.200,36.475,54.004,33.292,6.546,29.962,34.053,29.589,26.833
0.233,37.094,54.228,32.720,6.433,30.000,34.488,30.253,26.812
0.202,36.802,54.731,32.738,6.469,30.206,34.104,30.233,26.896
0.212,36.906,53.849,32.807,6.414,29.865,34.548,29.465,26.774
0.268,37.233,55.216,32.968,6.243,29.695,34.714,29.759,27.226
0.313,36.813,54.599,32.468,6.214,30.160,34.476,29.758,26.600
0.201,36.950,54.624,32.968,6.390,29.819,34.519,29.717,26.555
0.291,36.683,54.116,32.955,6.450,29.725,34.438,29.885,26.692
0.234,36.856,54.080,32.903,6.534,29.687,34.724,29.679,26.524
0.236,36.840,54.234,32.476,6.469,30.554,34.486,29.666,26.774
0.259,36.956,53.912,32.927,6.197,29.955,34.315,29.966,26.917
0.284,36.800,54.353,32.934,6.579,29.859,34.572,29.748,26.349
0.221,36.439,54.703,32.672,6.201,30.818,33.944,30.179,27.135
0.261,36.609,54.213,32.847,6.568,30.154,34.699,29.816,26.672
0.173,37.614,54.365,32.970,6.239,30.211,34.606,29.837,26.865
0.239,36.940,54.208,32.319,6.386,30.467,34.728,29.749,26.335
0.267,37.079,53.035,32.957,6.506,29.630,34.846,30.497,27.091
0.238,37.218,54.184,33.195,6.306,30.169,34.423,29.464,26.700
0.252,37.085,53.626,32.987,6.369,29.928,34.601,29.802,26.939
0.241,36.910,54.184,32.689,6.469,30.043,34.482,29.795,26.959
0.226,37.197,53.813,32.562,6.548,29.858,34.523,29.617,26.763
0.279,36.957,54.245,32.645,6.378,29.964,34.378,29.672,27.372
0.197,37.045,53.830,32.924,6.505,29.998,34.437,29.770,26.514
0.216,35.997,54.503,33.160,6.580,29.880,34.362,29.880,26.726
0.283,36.932,53.833,32.815,6.375,29.877,35.086,30.038,26.726
0.289,37.335,53.866,32.779,6.355,30.211,34.717,29.408,27.039
0.287,37.100,54.343,32.681,6.256,30.570,34.246,30.197,27.105
0.285,36.709,54.405,32.677,6.395,30.428,34.133,29.995,27.040
0.241,36.806,54.794,32.541,6.515,30.775,34.282,29.860,27.021
0.234,37.349,54.586,32.765,6.536,30.243,34.735,29.870,26.778
0.226,36.703,54.307,32.942,6.510,29.992,34.668,29.937,26.899
0.312,36.723,54.262,32.899,6.496,30.115,34.304,29.780,26.907
0.213,36.898,54.742,33.116,6.396,29.883,34.719,29.643,26.661
0.226,37.368,54.515,33.025,6.519,29.707,34.878,30.086,26.644
0.215,36.646,54.019,33.104,6.312,29.718,34.047,29.841,26.968
0.266,36.892,54.035,32.975,6.552,29.929,34.162,29.898,26.935
