CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.177,44.338,59.998,39.294,10.325,39.913,40.216,38.349,31.821
0.175,44.584,59.644,39.308,10.416,39.641,40.563,39.065,32.356
0.079,44.614,60.348,38.764,10.331,39.538,40.716,38.745,32.508
0.247,45.153,60.176,39.284,10.139,39.311,40.834,39.092,32.138
0.189,44.677,60.425,39.131,10.191,39.296,41.022,38.990,32.377
0.150,44.540,59.534,39.150,10.210,38.664,40.875,38.718,31.646
0.214,44.695,60.165,38.763,10.559,39.410,40.641,38.732,31.779
0.187,45.108,59.992,38.977,10.393,39.224,40.789,38.272,32.049
0.189,44.793,59.668,39.554,10.059,38.935,40.267,38.911,32.271
0.231,44.857,59.601,39.094,10.092,39.634,40.647,39.009,32.353
0.167,44.778,59.794,39.262,10.220,39.397,40.317,38.168,32.096
0.207,45.107,60.077,39.042,10.157,39.794,40.724,39.248,32.456
0.193,45.134,60.268,39.230,10.295,39.021,40.384,38.787,32.297
0.144,44.361,59.516,39.131,10.081,38.828,40.773,38.949,32.047
0.119,44.181,59.813,39.263,10.139,39.482,40.779,38.766,32.385
0.140,44.548,59.709,39.254,10.099,39.689,40.613,38.893,32.374
0.095,44.420,59.675,39.425,10.073,39.344,40.723,38.420,31.755
0.166,45.159,59.483,38.965,10.271,39.354,41.157,38.602,31.879
0.213,44.655,59.640,38.865,10.475,39.477,40.757,38.426,32.056
0.189,45.419,59.526,39.091,10.343,39.594,40.868,38.737,32.142
0.133,44.287,59.461,39.469,10.239,39.451,40.645,38.447,31.911
0.115,44.642,59.875,39.067,10.092,39.435,40.819,38.877,32.101
0.105,45.099,59.933,38.889,10.238,39.280,40.235,39.181,32.277
0.166,44.694,60.346,38.836,10.201,39.525,40.802,38.234,32.533
0.051,44.790,60.178,38.847,10.182,38.984,40.515,38.736,32.607
0.114,44.429,60.126,39.295,10.246,39.252,40.730,38.103,31.790
0.153,44.099,60.226,39.422,10.347,39.350,40.591,39.043,32.024
0.152,44.896,60.011,39.881,10.132,39.072,40.622,38.613,32.341
0.238,44.463,59.427,39.240,10.339,39.661,40.664,38.435,32.168
0.093,44.975,59.927,39.331,10.143,39.155,40.590,38.432,31.725
0.283,44.840,59.202,38.910,10.233,39.535,40.634,38.654,32.081
0.087,45.005,60.138,39.183,10.295,39.228,40.393,38.493,32.037
0.133,44.795,59.851,38.897,10.461,39.868,40.675,38.696,31.985
0.213,44.877,59.893,38.679,10.080,39.239,40.564,38.325,32.032
0.198,44.771,59.385,39.000,10.250,38.962,40.519,38.095,32.349
0.065,45.284,59.802,39.399,10.529,39.386,39.839,38.898,32.296
0.184,45.070,59.814,39.277,10.428,39.330,40.681,38.899,31.877
0.122,45.167,60.097,39.308,10.431,39.433,40.625,38.901,31.920
0.147,44.779,59.342,38.878,10.187,39.374,40.755,38.932,32.312
0.112,44.861,60.004,39.251,10.114,39.545,40.708,38.555,31.880
0.126,44.885,60.031,39.115,10.228,38.849,40.619,38.723,32.480
0.203,44.976,60.290,38.807,10.398,39.103,40.540,38.823,32.291
0.135,44.648,59.831,38.990,10.091,39.350,40.590,38.708,32.460
0.225,44.968,59.512,39.156,10.567,39.406,40.569,39.199,32.444
0.167,44.469,60.329,38.905,10.254,38.773,40.600,39.002,32.096
0.213,44.577,59.732,38.994,10.380,39.338,40.292,39.150,32.216
0.192,45.124,60.042,38.773,10.233,39.328,40.735,39.035,32.450
0.164,44.965,60.230,38.370,10.178,39.004,41.195,38.649,32.601
0.198,44.685,59.723,39.434,10.225,39.209,41.358,38.594,31.807
0.219,45.222,59.738,38.945,10.434,39.111,41.122,38.992,32.326
0.196,44.871,60.234,39.318,10.084,39.490,41.077,38.632,32.031
0.163,45.215,59.688,39.591,9.931,39.292,40.760,38.322,32.498
0.252,44.408,60.450,39.205,10.407,39.267,40.840,38.903,31.601
0.127,44.586,59.406,39.152,10.210,39.228,40.370,38.477,32.275
0.180,44.845,59.690,39.324,10.188,38.858,40.548,38.919,31.889
0.097,45.118,59.586,39.018,10.319,39.284,40.728,38.671,32.444
0.118,45.003,59.449,39.454,10.301,39.115,40.391,38.404,31.819
0.121,44.825,60.147,39.327,10.362,39.537,40.915,39.364,32.119
0.123,44.844,59.849,38.964,10.342,39.474,40.345,39.080,32.023
0.187,44.297,59.765,39.405,10.007,39.409,40.501,38.513,31.873
0.091,44.821,59.454,39.354,10.228,39.336,40.800,38.206,32.090
0.166,44.741,59.591,39.317,10.237,39.091,40.265,38.794,32.228
0.124,44.714,59.792,39.086,10.218,38.868,40.530,38.854,32.392
0.196,44.694,59.856,39.404,10.130,39.571,39.810,38.767,32.478
0.172,44.879,60.070,39.241,10.462,39.283,40.001,38.400,32.082
0.152,44.281,59.696,38.790,10.246,39.861,40.149,38.450,32.585
0.103,44.716,59.688,39.000,10.369,39.325,40.430,38.779,32.542
0.130,44.353,59.954,39.419,10.196,39.649,40.297,38.610,32.011
0.123,44.774,59.345,39.149,10.160,39.635,39.944,38.623,31.893
0.115,44.606,59.988,38.838,10.425,39.393,40.445,38.564,32.470
0.189,44.955,60.214,39.217,10.349,38.920,40.415,38.900,32.302
0.179,44.927,59.878,39.316,10.088,39.305,40.585,38.464,32.191
0.195,44.750,59.749,39.061,10.397,39.355,40.687,38.407,32.083
0.191,44.501,60.087,39.400,10.405,39.323,40.542,38.818,32.003
0.208,44.393,59.833,38.819,10.048,39.510,40.627,38.533,32.496
0.120,44.768,60.098,39.453,10.269,39.100,40.298,38.608,32.132
0.071,44.791,60.491,39.053,10.481,39.535,40.156,38.516,32.263
0.114,44.951,59.608,38.763,10.562,39.123,40.925,38.698,32.278
0.157,44.793,60.408,39.076,10.292,39.334,41.049,38.688,31.953
0.243,44.959,60.076,39.202,10.375,39.235,40.478,38.761,32.044
0.190,44.681,60.299,39.473,10.221,39.628,40.674,38.701,32.347
0.055,44.829,59.910,39.271,10.124,39.239,40.709,38.762,32.298
0.230,44.925,60.290,38.941,10.168,39.142,40.693,38.476,32.440
0.195,44.714,59.731,38.824,10.507,39.173,40.345,38.727,31.753
0.217,44.649,59.925,39.181,10.311,39.097,40.614,38.606,32.518
0.172,44.547,59.644,39.414,10.333,39.532,40.778,38.460,32.138
0.183,44.551,60.119,39.034,10.149,39.169,40.754,38.514,32.016
0.225,44.461,59.914,39.098,9.797,39.361,40.750,38.999,32.622
0.042,44.857,60.423,39.163,10.374,39.945,40.425,38.751,31.671
0.162,44.514,59.797,39.120,10.287,39.435,40.097,38.927,32.081
0.124,45.068,60.000,39.331,10.424,39.178,40.735,38.726,32.195
0.195,44.198,59.458,39.164,10.402,39.660,40.853,38.700,32.005
0.183,44.766,59.825,39.710,10.162,39.591,40.505,38.315,32.110
0.201,44.918,60.553,38.748,10.327,38.876,40.470,39.197,32.589
0.044,44.948,60.257,38.891,10.550,39.396,40.426,38.570,32.386
0.074,44.901,59.466,39.035,10.107,39.040,40.545,38.486,32.122
0.145,44.684,60.688,39.017,10.225,39.086,40.415,39.036,32.397
0.142,45.089,59.680,39.179,10.142,39.487,40.121,38.733,32.072
0.146,45.103,59.793,39.202,10.486,39.267,40.759,38.978,32.390
0.300,44.520,59.460,38.815,10.205,39.333,40.542,38.580,32.029
0.128,44.614,60.453,39.168,10.257,38.885,40.290,38.328,32.241
0.219,44.902,60.236,38.944,10.149,39.362,40.460,39.000,32.340
0.091,44.879,59.937,38.946,10.121,39.187,40.272,38.856,32.117
0.102,44.736,59.231,39.304,10.508,39.837,40.768,38.771,32.050
0.217,44.443,59.811,39.441,10.142,38.651,40.340,38.763,32.664
0.177,44.244,60.193,39.125,10.229,39.071,40.829,38.637,32.280
0.150,44.599,59.615,39.305,10.402,39.270,40.454,38.834,32.530
0.125,44.658,60.020,39.261,10.416,39.393,40.132,38.668,32.235
0.172,44.674,59.990,39.019,10.560,38.947,40.596,38.933,32.120
0.200,44.571,59.406,39.129,10.250,39.706,40.740,38.975,32.254
0.206,43.911,59.099,39.262,10.208,38.935,40.978,38.424,32.275
0.126,44.677,59.979,39.286,10.026,39.136,40.301,38.338,32.133
0.159,44.361,59.198,39.624,10.073,39.340,39.924,38.506,32.158
0.150,45.051,59.505,39.253,10.369,39.426,40.385,38.860,31.973
0.177,44.640,60.292,39.316,10.184,39.318,40.952,38.544,32.344
0.188,45.270,60.142,39.159,10.280,39.173,40.154,38.841,31.616
0.198,44.385,59.732,38.966,10.253,39.210,40.329,38.583,32.275
0.158,44.603,60.054,39.125,10.254,39.264,40.450,38.636,32.685
0.185,44.716,59.988,39.133,10.160,39.239,40.777,38.675,32.097
0.136,44.741,60.229,39.356,10.297,39.298,40.384,38.360,32.074
0.108,44.415,59.973,39.211,10.427,38.924,40.250,39.043,32.149
0.155,44.630,59.710,38.669,10.225,39.629,40.325,38.303,32.515
0.228,44.846,59.955,39.397,10.390,39.176,40.492,38.556,32.137
0.125,44.755,59.681,38.648,9.980,39.259,40.423,38.789,31.984
0.199,44.662,59.552,39.371,10.270,39.059,40.411,39.076,32.464
0.134,45.501,59.530,39.264,10.313,39.229,40.415,38.409,32.201
0.107,44.717,60.555,39.379,10.310,39.214,40.804,38.645,32.276
0.148,44.707,60.078,39.039,10.084,39.185,40.465,38.317,31.775
0.119,44.597,59.840,38.996,10.315,39.468,40.657,38.486,32.299
0.085,44.602,59.819,38.882,10.206,38.814,40.533,38.662,32.137
0.112,44.324,60.506,39.693,10.225,39.471,40.257,38.446,32.206
0.185,45.306,59.920,39.441,10.169,39.402,40.484,39.027,32.044
0.145,45.038,59.984,38.827,10.269,39.671,40.192,38.832,32.119
