CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.142,67.461,92.025,68.156,32.821,72.865,77.053,75.985,71.026
0.131,68.243,91.907,68.476,33.413,72.521,77.178,76.868,71.299
0.196,68.188,91.707,68.729,32.750,72.562,77.265,76.811,70.965
0.184,68.287,91.498,69.005,32.748,73.224,77.411,76.378,70.947
0.100,68.396,92.027,68.134,32.876,73.020,77.598,76.870,70.806
0.124,68.548,92.518,68.482,33.319,72.407,77.325,76.497,70.704
0.146,68.222,91.457,69.470,33.255,72.962,77.503,77.043,70.955
0.124,68.202,91.771,69.355,32.545,72.889,77.290,76.683,70.972
0.048,68.055,91.896,68.284,33.143,72.721,77.377,76.713,70.977
0.217,68.055,91.559,69.005,33.029,73.023,77.691,77.177,70.957
0.168,68.574,91.715,68.654,32.696,73.397,77.297,77.271,71.694
0.213,68.177,91.294,68.279,32.525,72.929,77.028,76.930,70.741
0.172,67.926,91.467,69.224,32.809,72.773,76.711,76.805,70.537
0.171,67.544,91.917,68.884,32.914,72.813,77.349,76.777,70.241
0.142,67.380,92.390,69.169,33.049,73.119,77.424,76.219,71.416
0.150,67.790,91.795,68.705,32.815,73.021,76.970,76.965,71.142
0.162,67.836,91.956,68.258,32.305,72.864,77.135,76.976,70.751
0.161,67.032,92.223,68.735,32.820,72.799,76.733,75.622,70.774
0.165,68.152,91.689,68.839,33.100,73.558,76.611,76.874,71.011
0.127,67.850,91.838,69.051,33.009,73.097,77.107,76.336,70.648
0.199,67.825,91.808,68.982,32.574,73.649,76.665,77.809,70.889
0.120,67.543,92.466,68.706,32.882,72.430,77.168,77.228,71.091
0.182,67.667,92.190,68.160,33.195,72.377,77.340,76.496,70.732
0.081,68.030,93.090,68.940,33.114,73.318,77.535,76.834,70.422
0.125,67.606,91.851,68.325,32.857,73.233,76.612,76.778,71.104
0.185,68.524,92.254,68.662,33.004,72.802,76.581,76.882,70.913
0.149,67.723,91.649,68.096,32.728,73.434,76.983,76.601,70.740
0.114,67.983,91.696,69.168,33.363,73.106,76.888,77.102,70.979
0.091,68.170,92.250,69.242,33.143,73.701,77.066,76.491,70.921
0.119,68.293,91.838,68.779,32.867,73.434,76.885,76.795,70.482
0.145,67.795,91.534,68.715,32.968,73.504,77.027,76.680,70.685
0.174,67.990,91.405,69.057,32.572,73.411,76.348,77.146,70.838
0.140,68.276,92.216,69.254,32.897,72.959,77.426,76.903,70.426
0.159,68.049,92.393,68.579,32.728,73.071,76.823,76.810,70.058
0.151,68.420,91.612,68.749,32.809,73.122,77.294,76.244,71.315
0.214,68.322,91.340,68.497,32.797,72.947,76.819,76.529,71.437
0.207,67.692,91.971,68.672,32.863,72.570,77.492,76.398,70.694
0.138,68.036,91.746,68.118,33.090,73.402,77.023,77.015,71.193
0.125,67.797,91.740,69.143,32.561,72.752,76.209,77.335,70.835
