CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.142,42.823,57.828,37.913,9.474,37.496,38.781,36.960,30.485
0.130,42.546,57.538,37.938,9.183,37.241,39.596,36.544,30.464
0.219,42.524,58.201,37.816,9.130,37.566,39.005,36.929,30.233
0.168,42.792,57.470,37.547,9.097,36.963,38.814,36.765,30.205
0.062,42.583,57.492,37.460,9.130,37.391,38.937,37.360,30.473
0.142,42.328,57.616,38.071,9.067,37.568,38.639,36.460,30.939
0.174,43.157,57.430,37.783,9.146,37.093,39.007,36.616,30.594
0.270,42.989,58.106,37.940,9.165,37.132,39.227,36.986,30.572
0.061,42.357,57.463,37.375,9.374,37.735,38.708,36.609,30.587
0.175,42.794,57.691,37.565,9.214,36.668,38.635,36.393,30.304
0.175,42.589,57.985,37.720,8.957,37.248,38.895,36.775,30.863
0.126,42.605,57.831,37.988,9.038,37.547,38.628,36.628,30.019
0.088,43.181,58.249,37.675,8.896,36.857,38.896,36.618,30.771
0.229,43.027,58.349,37.633,9.236,37.218,39.077,37.157,30.258
0.161,42.335,57.745,37.751,8.936,37.694,38.664,37.092,30.937
0.205,42.722,58.076,38.032,9.181,37.941,38.999,36.998,30.228
0.269,42.618,58.203,37.760,9.157,37.650,38.433,36.990,30.156
0.207,42.514,58.118,37.955,8.923,37.599,39.008,36.575,29.971
0.164,42.994,57.907,37.527,9.164,37.152,39.094,36.845,30.693
0.159,42.760,58.014,37.399,9.238,37.356,38.649,37.184,30.598
0.254,42.223,57.875,37.777,9.204,37.304,38.721,36.767,30.258
0.188,43.066,57.716,37.933,9.201,37.735,38.813,36.712,30.099
0.210,43.193,57.914,37.860,9.141,36.923,38.922,36.943,30.109
0.276,42.782,58.002,38.113,8.896,37.332,39.110,36.932,30.672
0.111,42.601,57.650,37.814,9.187,37.137,38.864,36.817,30.523
0.233,42.832,57.860,38.267,9.171,37.435,39.024,36.958,30.823
0.158,42.546,57.766,36.970,9.028,37.331,39.248,37.423,30.192
0.221,41.868,57.703,37.909,9.051,37.441,38.968,36.677,30.136
0.243,42.867,58.247,37.701,9.210,37.165,38.697,36.527,30.474
0.167,42.787,57.822,37.623,9.185,37.631,38.903,36.777,29.983
0.115,42.692,57.843,37.595,9.308,37.433,38.605,37.020,30.213
0.154,42.584,57.279,37.625,8.850,37.205,39.111,36.758,30.669
0.141,42.353,57.284,37.630,9.089,37.220,38.862,36.557,30.328
0.159,43.120,57.618,37.330,9.032,36.951,39.317,36.756,30.582
0.156,43.076,57.807,37.181,9.076,37.046,39.511,36.991,30.053
0.181,42.593,58.220,37.551,8.888,37.435,39.095,37.104,30.319
0.143,43.032,58.207,38.029,8.973,37.600,38.831,37.320,30.427
0.157,42.443,57.448,37.504,9.162,37.060,38.573,36.741,30.815
0.097,42.448,58.565,37.305,9.127,36.985,39.095,36.681,30.631
0.227,42.936,57.761,37.905,9.089,37.603,38.460,37.303,30.116
0.245,42.890,58.465,37.438,9.260,37.486,38.695,37.179,30.273
0.107,42.483,57.551,37.624,8.886,37.376,39.322,36.866,30.299
0.159,43.141,57.839,37.570,9.192,36.844,39.073,36.873,30.529
0.148,43.054,57.755,37.782,8.872,37.081,39.095,36.928,30.364
0.187,42.460,57.406,37.928,9.007,37.211,39.060,37.081,30.331
0.168,42.155,58.208,37.574,8.936,37.082,38.781,36.985,30.031
0.145,42.765,58.445,37.490,8.960,37.647,39.205,36.692,30.364
0.206,42.659,58.117,37.971,9.084,37.501,38.798,36.767,30.375
0.070,42.198,57.544,37.678,9.208,37.326,38.947,36.896,30.598
0.204,42.510,58.559,37.957,9.039,37.238,38.745,36.684,30.109
0.213,42.539,57.821,38.432,9.426,37.329,38.951,37.085,30.543
0.112,42.627,57.427,37.777,9.039,37.142,39.484,36.900,30.130
0.153,42.329,57.785,37.588,8.991,37.476,39.055,37.332,30.301
0.124,43.044,58.159,38.054,9.044,37.159,38.770,37.061,30.248
0.176,42.937,57.643,37.871,9.081,37.377,38.970,36.760,30.382
0.135,42.592,57.954,37.741,8.858,36.811,38.601,36.573,30.283
0.156,43.028,57.883,38.107,8.906,37.109,38.828,36.807,30.598
0.110,43.023,57.423,38.221,9.384,36.949,38.832,36.863,30.833
