CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.223,41.992,56.479,36.696,8.162,36.464,37.857,35.345,29.159
0.271,41.952,56.237,36.808,8.459,36.099,37.889,35.825,29.344
0.208,42.027,56.227,36.497,8.526,36.378,37.224,35.215,28.651
0.176,41.899,56.229,36.798,8.303,36.347,37.542,35.893,29.234
0.183,41.570,56.550,37.139,8.295,36.432,37.430,35.266,28.930
0.233,41.399,56.183,36.379,8.532,36.494,37.730,35.689,29.045
0.192,42.086,56.845,36.860,8.651,36.144,37.439,35.079,29.132
0.232,41.999,55.991,36.634,8.428,36.467,37.540,35.460,28.899
0.164,41.532,56.337,36.656,8.444,36.387,37.378,35.148,29.000
0.176,41.498,56.419,36.149,8.289,35.865,37.274,35.094,29.048
0.247,41.052,56.898,36.949,8.450,36.357,37.273,35.125,28.895
0.156,41.595,56.680,36.630,8.447,36.576,37.347,35.504,28.906
0.278,41.100,56.204,37.092,8.318,35.967,36.873,35.549,28.734
0.296,41.613,56.397,36.013,8.381,36.202,37.419,35.542,28.962
0.267,41.763,56.363,36.435,8.379,36.395,37.461,35.490,28.994
0.134,41.594,56.322,36.994,8.594,36.251,37.417,35.470,28.621
0.152,41.578,56.557,36.482,8.321,36.542,37.736,35.370,28.659
0.162,41.920,56.626,36.408,8.539,35.833,37.072,34.948,29.120
0.265,41.298,56.240,36.281,8.578,36.162,37.622,35.245,28.607
0.245,41.733,56.010,36.514,8.294,35.971,37.332,35.710,28.945
0.306,41.591,57.054,36.422,8.337,35.790,37.325,35.468,29.109
0.219,41.608,57.283,36.500,8.399,36.241,37.258,35.467,29.025
0.150,41.753,56.284,36.074,8.553,36.229,37.645,35.330,28.890
0.171,41.824,56.520,36.529,8.335,36.042,37.597,35.523,28.844
0.256,41.117,56.269,36.781,8.180,35.988,37.424,35.036,28.647
0.169,41.485,56.206,36.679,8.265,36.704,37.787,35.135,29.496
