CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.300,56.424,87.687,62.103,25.566,64.539,68.647,68.941,64.074
0.232,56.780,86.815,63.859,25.425,64.371,69.068,69.434,64.059
0.226,56.425,87.518,63.171,25.286,64.749,69.225,68.920,63.877
0.252,56.264,86.740,63.451,25.576,64.030,68.988,69.322,63.854
0.257,56.511,86.698,63.416,25.556,65.058,68.614,69.020,63.962
0.188,56.318,87.108,63.729,25.522,66.052,69.053,68.275,64.428
0.169,56.669,86.793,63.268,25.494,64.706,69.205,67.814,64.246
0.239,57.210,86.781,63.368,25.203,64.581,69.865,68.513,64.047
0.278,56.847,86.701,63.939,25.346,64.865,69.163,69.044,63.312
0.245,57.078,86.376,63.259,25.665,64.690,69.100,68.472,63.666
0.275,56.569,86.077,63.302,25.842,64.791,68.667,69.343,64.168
0.270,56.613,87.064,63.370,25.554,64.863,68.722,69.034,63.971
0.199,56.958,86.848,63.233,25.362,63.770,69.720,68.179,63.942
0.317,56.937,87.180,63.259,25.903,64.746,68.613,69.024,63.747
0.254,56.348,86.808,63.651,25.672,64.671,69.513,68.757,63.735
0.289,56.910,86.254,63.138,25.811,65.525,69.183,68.689,64.136
0.241,57.174,86.117,62.493,25.434,64.863,69.204,68.928,63.996
0.261,57.009,87.196,63.423,25.722,64.478,68.989,68.988,63.414
0.168,56.020,86.454,63.550,25.452,65.171,69.453,69.074,63.771
0.196,56.532,86.985,63.654,25.531,64.137,69.313,68.549,63.967
0.301,57.093,86.904,62.965,25.438,64.327,69.128,68.855,63.955
0.238,56.721,87.484,63.011,25.095,65.171,68.952,68.594,64.221
0.109,56.992,86.844,63.630,24.977,64.393,69.177,68.622,63.480
0.275,56.683,86.502,63.641,25.870,64.338,68.523,68.279,63.658
0.235,56.401,87.608,63.442,25.421,65.466,69.651,69.138,63.733
0.211,56.883,87.116,62.950,25.449,65.169,69.642,69.305,63.755
0.221,56.320,87.164,63.331,25.616,65.210,68.675,68.967,63.639
0.216,56.913,87.033,63.699,25.258,64.722,69.276,68.101,63.516
0.210,56.896,86.780,63.585,25.446,63.776,69.064,68.698,64.130
