CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.110,60.189,88.537,64.864,28.193,67.039,71.556,71.356,66.796
0.135,59.926,89.001,65.118,27.828,66.652,71.935,71.861,65.619
0.072,60.713,88.683,65.321,27.886,67.488,71.804,70.932,66.255
0.161,60.422,88.147,65.486,27.220,67.159,71.090,70.690,66.671
0.112,60.143,88.771,65.035,27.670,67.109,72.098,71.560,65.759
0.074,60.301,88.876,65.084,27.931,67.146,71.470,72.056,66.356
0.179,60.605,88.422,65.047,27.522,67.237,72.308,71.520,66.601
0.171,60.074,89.406,65.238,27.926,66.943,71.931,71.591,66.897
0.159,60.077,89.305,65.203,27.515,67.397,71.893,71.498,66.222
0.164,60.544,88.727,65.553,27.788,66.967,71.523,71.609,66.016
0.148,61.153,88.996,65.237,28.237,66.955,71.388,71.220,66.327
0.152,60.752,88.585,65.897,27.366,67.610,72.072,71.041,65.688
0.175,60.424,88.972,64.337,27.576,67.829,71.762,71.266,66.318
0.132,60.389,88.622,64.973,27.813,67.579,72.311,71.528,66.251
0.085,60.156,89.293,65.761,27.405,67.099,71.437,71.857,65.687
0.145,60.603,88.664,64.290,27.848,67.486,71.779,71.605,65.561
0.114,60.477,89.700,64.947,27.973,67.310,71.668,71.693,66.073
0.150,60.373,88.970,65.071,28.170,67.674,71.548,71.340,66.456
0.062,60.888,88.879,66.130,27.829,66.712,71.899,72.244,66.370
0.158,60.427,87.918,64.844,27.721,66.700,72.173,71.316,66.039
0.159,60.389,88.416,64.894,27.930,67.292,71.501,72.032,66.171
0.108,60.598,89.447,65.004,28.004,67.513,72.214,71.782,66.107
0.056,60.184,88.904,64.667,27.952,67.402,71.956,71.387,66.331
0.153,60.557,89.419,64.926,28.122,67.853,72.036,71.442,65.989
0.098,60.298,89.018,64.374,27.644,68.155,71.628,71.074,66.458
0.207,60.403,88.390,65.369,27.823,67.483,71.729,71.901,66.443
0.156,60.315,89.328,64.857,27.630,67.451,71.836,71.578,66.337
0.099,59.967,88.625,64.541,27.698,67.514,71.050,71.036,66.726
0.080,60.333,88.425,64.925,27.827,67.511,71.395,70.929,65.746
0.127,59.969,88.312,65.686,27.520,67.766,72.388,71.139,65.942
0.145,60.315,88.002,65.643,28.035,67.228,71.540,71.344,66.162
0.132,60.619,89.070,64.927,27.888,67.200,71.503,71.399,66.821
0.090,60.069,88.470,65.418,27.808,67.860,71.590,71.117,66.286
0.136,60.497,89.199,64.435,27.576,67.481,71.837,71.922,66.510
0.152,59.836,88.594,64.772,27.947,67.930,71.521,71.362,66.583
0.111,60.657,88.251,65.418,27.530,67.369,72.233,71.504,65.953
0.126,60.398,88.967,65.356,27.798,67.879,71.726,70.931,65.746
0.096,60.828,89.383,65.012,27.385,66.990,71.978,71.440,65.782
0.076,60.473,88.966,64.572,27.773,67.097,72.402,71.389,65.840
0.137,60.657,88.282,65.032,27.900,68.417,72.126,71.082,67.076
0.104,59.951,89.146,64.858,27.695,67.517,71.887,70.997,66.526
0.140,60.591,88.955,65.012,27.728,67.297,71.217,71.430,66.579
0.103,59.953,89.135,65.407,27.807,67.778,71.358,70.847,65.865
0.175,59.960,88.132,64.413,27.867,66.860,72.102,71.680,66.466
0.112,60.642,89.106,64.793,28.229,67.283,71.720,71.268,66.699
0.142,60.776,89.010,65.467,28.287,67.735,71.600,71.578,66.719
0.069,60.757,87.801,65.408,27.717,67.182,71.321,71.805,65.530
0.165,60.518,89.451,64.811,27.820,67.868,71.816,71.211,66.627
0.074,60.488,89.023,65.125,27.803,67.858,71.723,70.997,65.807
0.228,60.496,88.904,64.887,27.587,67.817,71.340,71.945,66.045
0.203,60.720,88.627,65.249,28.135,67.775,71.956,71.231,65.894
0.149,60.074,89.012,65.449,28.187,67.318,72.059,71.845,66.869
