CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9
0.002,41.841,58.184,36.281,7.252,34.597,37.990,35.714,30.625
0.051,41.337,58.575,36.090,7.153,34.860,38.252,35.972,30.760
0.050,41.951,58.766,36.549,7.184,34.960,38.338,35.621,30.458
0.061,41.778,58.532,35.897,7.346,34.547,38.201,35.869,30.563
0.047,41.730,58.582,36.179,7.038,34.793,38.163,35.037,30.665
0.037,41.632,58.398,36.221,7.317,34.740,38.189,35.605,30.616
0.039,41.947,58.268,36.125,7.192,34.883,37.774,35.462,30.763
0.010,42.355,59.027,36.094,7.333,35.058,38.357,36.045,30.878
0.022,41.508,58.803,36.224,7.393,34.537,38.476,35.613,30.586
0.056,41.911,58.861,35.277,7.186,34.653,38.096,35.608,30.835
0.001,42.247,58.674,36.364,7.295,35.083,38.630,35.481,30.659
0.058,41.996,58.566,36.663,7.323,34.601,38.047,36.211,30.597
0.003,41.899,58.192,36.137,7.236,34.599,37.787,35.937,30.991
0.064,41.525,58.893,36.319,7.272,34.379,37.982,35.262,30.968
0.097,41.551,58.620,36.332,6.995,35.351,37.968,36.238,30.650
0.019,41.863,57.906,36.611,7.333,34.833,38.464,35.579,31.173
